S.no,Content ID,Reaction Type,Score,Sentiment,Datetime,Content Type,Category,,,,
5228,05776481-7b58-46d8-abf6-bf4de7831287,cherish,70,positive,26-06-2020 20:16,audio,travel,,,,
5229,05776481-7b58-46d8-abf6-bf4de7831287,love,65,positive,30-11-2020 12:30,audio,travel,,,,
5230,05776481-7b58-46d8-abf6-bf4de7831287,worried,12,negative,29-07-2020 11:32,audio,travel,,,,
5231,05776481-7b58-46d8-abf6-bf4de7831287,disgust,0,negative,21-04-2021 11:14,audio,travel,,,,
5232,05776481-7b58-46d8-abf6-bf4de7831287,peeking,35,neutral,18-12-2020 05:38,audio,travel,,,,
5233,05776481-7b58-46d8-abf6-bf4de7831287,hate,5,negative,24-05-2021 02:48,audio,travel,,,,
5234,05776481-7b58-46d8-abf6-bf4de7831287,cherish,70,positive,12-09-2020 17:23,audio,travel,,,,
5235,05776481-7b58-46d8-abf6-bf4de7831287,like,50,positive,31-01-2021 03:21,audio,travel,,,,
5236,05776481-7b58-46d8-abf6-bf4de7831287,like,50,positive,23-04-2021 07:41,audio,travel,,,,
5237,05776481-7b58-46d8-abf6-bf4de7831287,want,70,positive,25-09-2020 01:46,audio,travel,,,,
5238,05776481-7b58-46d8-abf6-bf4de7831287,peeking,35,neutral,18-11-2020 01:31,audio,travel,,,,
5239,05776481-7b58-46d8-abf6-bf4de7831287,heart,60,positive,15-07-2020 06:10,audio,travel,,,,
5240,05776481-7b58-46d8-abf6-bf4de7831287,peeking,35,neutral,17-11-2020 15:44,audio,travel,,,,
5241,05776481-7b58-46d8-abf6-bf4de7831287,scared,15,negative,07-03-2021 19:53,audio,travel,,,,
5242,05776481-7b58-46d8-abf6-bf4de7831287,peeking,35,neutral,05-01-2021 01:14,audio,travel,,,,
5243,05776481-7b58-46d8-abf6-bf4de7831287,like,50,positive,11-03-2021 14:28,audio,travel,,,,
5244,05776481-7b58-46d8-abf6-bf4de7831287,love,65,positive,27-01-2021 13:24,audio,travel,,,,
5245,05776481-7b58-46d8-abf6-bf4de7831287,interested,30,positive,15-06-2021 04:40,audio,travel,,,,
5246,05776481-7b58-46d8-abf6-bf4de7831287,worried,12,negative,05-01-2021 17:25,audio,travel,,,,
5247,05776481-7b58-46d8-abf6-bf4de7831287,disgust,0,negative,10-12-2020 09:45,audio,travel,,,,
5248,05776481-7b58-46d8-abf6-bf4de7831287,cherish,70,positive,01-04-2021 09:09,audio,travel,,,,
5249,05776481-7b58-46d8-abf6-bf4de7831287,indifferent,20,neutral,01-02-2021 05:00,audio,travel,,,,
5250,05776481-7b58-46d8-abf6-bf4de7831287,indifferent,20,neutral,08-01-2021 03:18,audio,travel,,,,
5251,05776481-7b58-46d8-abf6-bf4de7831287,peeking,35,neutral,01-11-2020 21:04,audio,travel,,,,
5252,05776481-7b58-46d8-abf6-bf4de7831287,dislike,10,negative,04-08-2020 10:43,audio,travel,,,,
5253,05776481-7b58-46d8-abf6-bf4de7831287,interested,30,positive,05-09-2020 05:15,audio,travel,,,,
5254,05776481-7b58-46d8-abf6-bf4de7831287,indifferent,20,neutral,06-06-2021 05:01,audio,travel,,,,
5255,05776481-7b58-46d8-abf6-bf4de7831287,dislike,10,negative,13-06-2021 23:34,audio,travel,,,,
5256,05776481-7b58-46d8-abf6-bf4de7831287,adore,72,positive,31-10-2020 12:35,audio,travel,,,,
5257,05776481-7b58-46d8-abf6-bf4de7831287,interested,30,positive,10-07-2020 08:51,audio,travel,,,,
5258,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,worried,12,negative,28-02-2021 19:16,GIF,animals,,,,
5259,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,adore,72,positive,07-07-2020 03:00,GIF,animals,,,,
5260,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,scared,15,negative,18-11-2020 00:44,GIF,animals,,,,
5261,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,hate,5,negative,11-05-2021 18:51,GIF,animals,,,,
5262,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,cherish,70,positive,06-03-2021 04:30,GIF,animals,,,,
5263,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,interested,30,positive,14-02-2021 15:36,GIF,animals,,,,
5264,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,adore,72,positive,15-06-2021 06:59,GIF,animals,,,,
5265,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,adore,72,positive,28-04-2021 22:10,GIF,animals,,,,
5266,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,love,65,positive,10-01-2021 04:26,GIF,animals,,,,
5267,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,dislike,10,negative,28-06-2020 15:27,GIF,animals,,,,
5268,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,dislike,10,negative,14-08-2020 22:02,GIF,animals,,,,
5269,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,love,65,positive,08-01-2021 04:57,GIF,animals,,,,
5270,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,heart,60,positive,02-07-2020 00:21,GIF,animals,,,,
5271,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,love,65,positive,17-01-2021 08:55,GIF,animals,,,,
5272,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,want,70,positive,08-04-2021 07:18,GIF,animals,,,,
5273,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,dislike,10,negative,05-06-2021 23:40,GIF,animals,,,,
5274,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,worried,12,negative,28-05-2021 12:10,GIF,animals,,,,
5275,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,hate,5,negative,26-02-2021 00:31,GIF,animals,,,,
5276,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,super love,75,positive,25-05-2021 16:26,GIF,animals,,,,
5277,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,heart,60,positive,14-09-2020 11:48,GIF,animals,,,,
5278,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,peeking,35,neutral,30-05-2021 18:28,GIF,animals,,,,
5279,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,heart,60,positive,02-03-2021 07:30,GIF,animals,,,,
5280,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,super love,75,positive,13-11-2020 18:40,GIF,animals,,,,
5281,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,like,50,positive,17-11-2020 05:47,GIF,animals,,,,
5282,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,want,70,positive,24-04-2021 12:43,GIF,animals,,,,
5283,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,intrigued,45,positive,26-06-2020 00:20,GIF,animals,,,,
5284,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,disgust,0,negative,09-04-2021 23:51,GIF,animals,,,,
5285,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,scared,15,negative,19-05-2021 15:42,GIF,animals,,,,
5286,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,peeking,35,neutral,03-09-2020 09:46,GIF,animals,,,,
5287,8b51c05c-a8a2-4a6c-b031-165fb7bac840,want,70,positive,17-09-2020 09:14,video,dogs,,,,
5288,8b51c05c-a8a2-4a6c-b031-165fb7bac840,like,50,positive,13-02-2021 20:25,video,dogs,,,,
5289,8b51c05c-a8a2-4a6c-b031-165fb7bac840,dislike,10,negative,30-11-2020 02:54,video,dogs,,,,
5290,8b51c05c-a8a2-4a6c-b031-165fb7bac840,peeking,35,neutral,17-11-2020 23:57,video,dogs,,,,
5291,8b51c05c-a8a2-4a6c-b031-165fb7bac840,like,50,positive,23-11-2020 19:08,video,dogs,,,,
5292,8b51c05c-a8a2-4a6c-b031-165fb7bac840,peeking,35,neutral,05-02-2021 16:11,video,dogs,,,,
5293,8b51c05c-a8a2-4a6c-b031-165fb7bac840,intrigued,45,positive,02-10-2020 13:44,video,dogs,,,,
5294,8b51c05c-a8a2-4a6c-b031-165fb7bac840,peeking,35,neutral,29-09-2020 00:44,video,dogs,,,,
5295,8b51c05c-a8a2-4a6c-b031-165fb7bac840,adore,72,positive,01-06-2021 09:20,video,dogs,,,,
5296,8b51c05c-a8a2-4a6c-b031-165fb7bac840,heart,60,positive,21-12-2020 04:32,video,dogs,,,,
5297,8b51c05c-a8a2-4a6c-b031-165fb7bac840,scared,15,negative,17-12-2020 12:17,video,dogs,,,,
5298,8b51c05c-a8a2-4a6c-b031-165fb7bac840,hate,5,negative,24-04-2021 19:27,video,dogs,,,,
5299,8b51c05c-a8a2-4a6c-b031-165fb7bac840,hate,5,negative,18-09-2020 14:28,video,dogs,,,,
5300,8b51c05c-a8a2-4a6c-b031-165fb7bac840,dislike,10,negative,04-11-2020 06:55,video,dogs,,,,
5301,8b51c05c-a8a2-4a6c-b031-165fb7bac840,scared,15,negative,06-03-2021 19:55,video,dogs,,,,
5302,8b51c05c-a8a2-4a6c-b031-165fb7bac840,indifferent,20,neutral,25-04-2021 15:49,video,dogs,,,,
5303,8b51c05c-a8a2-4a6c-b031-165fb7bac840,heart,60,positive,11-03-2021 21:41,video,dogs,,,,
5304,8b51c05c-a8a2-4a6c-b031-165fb7bac840,peeking,35,neutral,08-04-2021 04:54,video,dogs,,,,
5305,8b51c05c-a8a2-4a6c-b031-165fb7bac840,love,65,positive,31-08-2020 04:10,video,dogs,,,,
5306,8b51c05c-a8a2-4a6c-b031-165fb7bac840,super love,75,positive,24-10-2020 23:03,video,dogs,,,,
5307,8b51c05c-a8a2-4a6c-b031-165fb7bac840,interested,30,positive,13-03-2021 12:29,video,dogs,,,,
5308,8b51c05c-a8a2-4a6c-b031-165fb7bac840,want,70,positive,23-11-2020 06:29,video,dogs,,,,
5309,8b51c05c-a8a2-4a6c-b031-165fb7bac840,scared,15,negative,29-11-2020 14:40,video,dogs,,,,
5310,8b51c05c-a8a2-4a6c-b031-165fb7bac840,indifferent,20,neutral,11-08-2020 15:56,video,dogs,,,,
5311,8b51c05c-a8a2-4a6c-b031-165fb7bac840,disgust,0,negative,13-05-2021 02:18,video,dogs,,,,
5312,8b51c05c-a8a2-4a6c-b031-165fb7bac840,hate,5,negative,06-05-2021 17:19,video,dogs,,,,
5313,8b51c05c-a8a2-4a6c-b031-165fb7bac840,peeking,35,neutral,27-11-2020 05:09,video,dogs,,,,
5314,8b51c05c-a8a2-4a6c-b031-165fb7bac840,dislike,10,negative,17-11-2020 08:03,video,dogs,,,,
5315,58059956-4cde-4671-9baf-904851731540,worried,12,negative,25-08-2020 21:57,audio,education,,,,
5316,58059956-4cde-4671-9baf-904851731540,dislike,10,negative,10-11-2020 18:05,audio,education,,,,
5317,58059956-4cde-4671-9baf-904851731540,interested,30,positive,22-04-2021 20:20,audio,education,,,,
5318,58059956-4cde-4671-9baf-904851731540,love,65,positive,10-04-2021 20:07,audio,education,,,,
5319,58059956-4cde-4671-9baf-904851731540,peeking,35,neutral,25-09-2020 20:16,audio,education,,,,
5320,58059956-4cde-4671-9baf-904851731540,dislike,10,negative,11-10-2020 11:39,audio,education,,,,
5321,58059956-4cde-4671-9baf-904851731540,interested,30,positive,15-02-2021 04:17,audio,education,,,,
5322,58059956-4cde-4671-9baf-904851731540,intrigued,45,positive,28-09-2020 14:45,audio,education,,,,
5323,58059956-4cde-4671-9baf-904851731540,super love,75,positive,28-02-2021 05:08,audio,education,,,,
5324,58059956-4cde-4671-9baf-904851731540,worried,12,negative,10-04-2021 01:58,audio,education,,,,
5325,58059956-4cde-4671-9baf-904851731540,adore,72,positive,12-01-2021 11:08,audio,education,,,,
5326,58059956-4cde-4671-9baf-904851731540,interested,30,positive,15-11-2020 18:03,audio,education,,,,
5327,a429d355-8983-40a4-aa2b-c3f47acd5499,love,65,positive,01-11-2020 07:16,photo,veganism,,,,
5328,a429d355-8983-40a4-aa2b-c3f47acd5499,peeking,35,neutral,05-11-2020 17:56,photo,veganism,,,,
5329,a429d355-8983-40a4-aa2b-c3f47acd5499,adore,72,positive,25-12-2020 23:55,photo,veganism,,,,
5330,a429d355-8983-40a4-aa2b-c3f47acd5499,peeking,35,neutral,02-06-2021 20:44,photo,veganism,,,,
5331,a429d355-8983-40a4-aa2b-c3f47acd5499,peeking,35,neutral,31-07-2020 12:20,photo,veganism,,,,
5332,a429d355-8983-40a4-aa2b-c3f47acd5499,indifferent,20,neutral,08-06-2021 11:48,photo,veganism,,,,
5333,a429d355-8983-40a4-aa2b-c3f47acd5499,want,70,positive,19-07-2020 09:41,photo,veganism,,,,
5334,a429d355-8983-40a4-aa2b-c3f47acd5499,dislike,10,negative,21-11-2020 09:38,photo,veganism,,,,
5335,a429d355-8983-40a4-aa2b-c3f47acd5499,adore,72,positive,20-12-2020 15:29,photo,veganism,,,,
5336,a429d355-8983-40a4-aa2b-c3f47acd5499,scared,15,negative,10-11-2020 14:11,photo,veganism,,,,
5337,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,adore,72,positive,13-07-2020 22:31,GIF,veganism,,,,
5338,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,like,50,positive,15-05-2021 08:11,GIF,veganism,,,,
5339,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,worried,12,negative,16-11-2020 13:31,GIF,veganism,,,,
5340,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,adore,72,positive,22-11-2020 21:51,GIF,veganism,,,,
5341,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,love,65,positive,09-07-2020 23:28,GIF,veganism,,,,
5342,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,super love,75,positive,21-06-2020 23:19,GIF,veganism,,,,
5343,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,peeking,35,neutral,03-11-2020 13:15,GIF,veganism,,,,
5344,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,super love,75,positive,02-08-2020 08:24,GIF,veganism,,,,
5345,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,adore,72,positive,23-12-2020 07:50,GIF,veganism,,,,
5346,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,peeking,35,neutral,29-01-2021 21:01,GIF,veganism,,,,
5347,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,scared,15,negative,10-05-2021 23:45,GIF,veganism,,,,
5348,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,interested,30,positive,28-05-2021 11:07,GIF,veganism,,,,
5349,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,like,50,positive,21-04-2021 10:19,GIF,veganism,,,,
5350,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,heart,60,positive,03-05-2021 04:54,GIF,veganism,,,,
5351,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,worried,12,negative,18-01-2021 20:42,GIF,veganism,,,,
5352,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,hate,5,negative,03-08-2020 10:15,GIF,veganism,,,,
5353,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,dislike,10,negative,16-01-2021 04:09,GIF,veganism,,,,
5354,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,hate,5,negative,30-05-2021 02:16,GIF,veganism,,,,
5355,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,want,70,positive,16-04-2021 20:29,GIF,veganism,,,,
5356,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,super love,75,positive,26-06-2020 19:01,GIF,veganism,,,,
5357,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,hate,5,negative,23-08-2020 14:32,GIF,veganism,,,,
5358,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,like,50,positive,27-03-2021 08:48,GIF,veganism,,,,
5359,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,worried,12,negative,03-12-2020 03:18,GIF,veganism,,,,
5360,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,adore,72,positive,11-08-2020 14:40,GIF,veganism,,,,
5361,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,disgust,0,negative,27-10-2020 20:22,GIF,veganism,,,,
5362,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,hate,5,negative,22-08-2020 04:52,GIF,veganism,,,,
5363,429632b9-88c0-4163-a7ed-4272a04f7838,hate,5,negative,15-08-2020 14:52,audio,Animals,,,,
5364,429632b9-88c0-4163-a7ed-4272a04f7838,adore,72,positive,16-09-2020 12:31,audio,Animals,,,,
5365,429632b9-88c0-4163-a7ed-4272a04f7838,heart,60,positive,17-09-2020 06:59,audio,Animals,,,,
5366,429632b9-88c0-4163-a7ed-4272a04f7838,love,65,positive,28-12-2020 09:05,audio,Animals,,,,
5367,429632b9-88c0-4163-a7ed-4272a04f7838,disgust,0,negative,11-03-2021 18:34,audio,Animals,,,,
5368,429632b9-88c0-4163-a7ed-4272a04f7838,super love,75,positive,20-11-2020 05:29,audio,Animals,,,,
5369,429632b9-88c0-4163-a7ed-4272a04f7838,heart,60,positive,15-04-2021 01:48,audio,Animals,,,,
5370,429632b9-88c0-4163-a7ed-4272a04f7838,adore,72,positive,10-05-2021 19:01,audio,Animals,,,,
5371,429632b9-88c0-4163-a7ed-4272a04f7838,interested,30,positive,06-01-2021 20:53,audio,Animals,,,,
5372,429632b9-88c0-4163-a7ed-4272a04f7838,worried,12,negative,27-09-2020 21:43,audio,Animals,,,,
5373,429632b9-88c0-4163-a7ed-4272a04f7838,peeking,35,neutral,29-10-2020 16:15,audio,Animals,,,,
5374,429632b9-88c0-4163-a7ed-4272a04f7838,heart,60,positive,07-02-2021 03:31,audio,Animals,,,,
5375,429632b9-88c0-4163-a7ed-4272a04f7838,super love,75,positive,18-11-2020 18:25,audio,Animals,,,,
5376,429632b9-88c0-4163-a7ed-4272a04f7838,love,65,positive,21-01-2021 11:56,audio,Animals,,,,
5377,429632b9-88c0-4163-a7ed-4272a04f7838,interested,30,positive,27-07-2020 13:30,audio,Animals,,,,
5378,429632b9-88c0-4163-a7ed-4272a04f7838,hate,5,negative,06-01-2021 16:37,audio,Animals,,,,
5379,429632b9-88c0-4163-a7ed-4272a04f7838,scared,15,negative,14-10-2020 16:39,audio,Animals,,,,
5380,429632b9-88c0-4163-a7ed-4272a04f7838,disgust,0,negative,27-01-2021 05:17,audio,Animals,,,,
5381,429632b9-88c0-4163-a7ed-4272a04f7838,intrigued,45,positive,17-01-2021 03:44,audio,Animals,,,,
5382,429632b9-88c0-4163-a7ed-4272a04f7838,scared,15,negative,11-10-2020 15:33,audio,Animals,,,,
5383,429632b9-88c0-4163-a7ed-4272a04f7838,worried,12,negative,08-11-2020 02:26,audio,Animals,,,,
5384,429632b9-88c0-4163-a7ed-4272a04f7838,interested,30,positive,01-01-2021 17:50,audio,Animals,,,,
5385,429632b9-88c0-4163-a7ed-4272a04f7838,love,65,positive,19-01-2021 02:47,audio,Animals,,,,
5386,429632b9-88c0-4163-a7ed-4272a04f7838,peeking,35,neutral,12-01-2021 18:37,audio,Animals,,,,
5387,429632b9-88c0-4163-a7ed-4272a04f7838,indifferent,20,neutral,05-10-2020 09:03,audio,Animals,,,,
5388,429632b9-88c0-4163-a7ed-4272a04f7838,want,70,positive,31-05-2021 19:55,audio,Animals,,,,
5389,429632b9-88c0-4163-a7ed-4272a04f7838,like,50,positive,10-07-2020 16:42,audio,Animals,,,,
5390,429632b9-88c0-4163-a7ed-4272a04f7838,worried,12,negative,26-07-2020 11:03,audio,Animals,,,,
5391,429632b9-88c0-4163-a7ed-4272a04f7838,interested,30,positive,14-11-2020 08:30,audio,Animals,,,,
5392,281054fd-2b89-4191-92ae-98e1bc0ed51b,scared,15,negative,11-02-2021 00:33,video,fitness,,,,
5393,281054fd-2b89-4191-92ae-98e1bc0ed51b,like,50,positive,17-09-2020 04:02,video,fitness,,,,
5394,281054fd-2b89-4191-92ae-98e1bc0ed51b,scared,15,negative,09-06-2021 22:33,video,fitness,,,,
5395,281054fd-2b89-4191-92ae-98e1bc0ed51b,like,50,positive,28-09-2020 09:08,video,fitness,,,,
5396,281054fd-2b89-4191-92ae-98e1bc0ed51b,dislike,10,negative,06-04-2021 17:49,video,fitness,,,,
5397,281054fd-2b89-4191-92ae-98e1bc0ed51b,want,70,positive,25-02-2021 09:56,video,fitness,,,,
5398,281054fd-2b89-4191-92ae-98e1bc0ed51b,disgust,0,negative,30-04-2021 22:43,video,fitness,,,,
5399,281054fd-2b89-4191-92ae-98e1bc0ed51b,heart,60,positive,24-02-2021 20:16,video,fitness,,,,
5400,281054fd-2b89-4191-92ae-98e1bc0ed51b,worried,12,negative,26-11-2020 11:30,video,fitness,,,,
5401,281054fd-2b89-4191-92ae-98e1bc0ed51b,hate,5,negative,20-05-2021 08:40,video,fitness,,,,
5402,281054fd-2b89-4191-92ae-98e1bc0ed51b,want,70,positive,30-07-2020 00:52,video,fitness,,,,
5403,281054fd-2b89-4191-92ae-98e1bc0ed51b,super love,75,positive,12-10-2020 13:24,video,fitness,,,,
5404,281054fd-2b89-4191-92ae-98e1bc0ed51b,indifferent,20,neutral,05-09-2020 09:43,video,fitness,,,,
5405,281054fd-2b89-4191-92ae-98e1bc0ed51b,cherish,70,positive,06-09-2020 17:09,video,fitness,,,,
5406,281054fd-2b89-4191-92ae-98e1bc0ed51b,hate,5,negative,31-05-2021 04:49,video,fitness,,,,
5407,281054fd-2b89-4191-92ae-98e1bc0ed51b,disgust,0,negative,05-05-2021 22:14,video,fitness,,,,
5408,281054fd-2b89-4191-92ae-98e1bc0ed51b,hate,5,negative,21-12-2020 05:25,video,fitness,,,,
5409,281054fd-2b89-4191-92ae-98e1bc0ed51b,heart,60,positive,04-02-2021 18:41,video,fitness,,,,
5410,281054fd-2b89-4191-92ae-98e1bc0ed51b,hate,5,negative,18-10-2020 08:05,video,fitness,,,,
5411,281054fd-2b89-4191-92ae-98e1bc0ed51b,intrigued,45,positive,17-05-2021 13:12,video,fitness,,,,
5412,281054fd-2b89-4191-92ae-98e1bc0ed51b,want,70,positive,21-02-2021 21:47,video,fitness,,,,
5413,281054fd-2b89-4191-92ae-98e1bc0ed51b,cherish,70,positive,09-12-2020 09:34,video,fitness,,,,
5414,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,cherish,70,positive,15-03-2021 21:47,GIF,education,,,,
5415,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,heart,60,positive,09-07-2020 05:29,GIF,education,,,,
5416,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,interested,30,positive,05-10-2020 15:01,GIF,education,,,,
5417,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,like,50,positive,24-02-2021 01:15,GIF,education,,,,
5418,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,worried,12,negative,01-02-2021 03:16,GIF,education,,,,
5419,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,super love,75,positive,23-01-2021 05:34,GIF,education,,,,
5420,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,cherish,70,positive,13-02-2021 15:10,GIF,education,,,,
5421,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,interested,30,positive,20-11-2020 17:00,GIF,education,,,,
5422,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,indifferent,20,neutral,24-05-2021 20:20,GIF,education,,,,
5423,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,worried,12,negative,11-02-2021 22:54,GIF,education,,,,
5424,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,super love,75,positive,30-05-2021 23:10,GIF,education,,,,
5425,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,dislike,10,negative,28-07-2020 16:26,GIF,education,,,,
5426,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,heart,60,positive,18-11-2020 08:00,GIF,education,,,,
5427,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,intrigued,45,positive,13-05-2021 17:43,GIF,education,,,,
5428,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,adore,72,positive,29-08-2020 18:57,GIF,education,,,,
5429,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,adore,72,positive,17-12-2020 23:46,GIF,education,,,,
5430,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,peeking,35,neutral,17-08-2020 04:42,GIF,education,,,,
5431,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,interested,30,positive,13-12-2020 08:21,GIF,education,,,,
5432,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,scared,15,negative,25-06-2020 05:27,GIF,education,,,,
5433,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,hate,5,negative,19-01-2021 20:00,GIF,education,,,,
5434,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,like,50,positive,06-01-2021 10:19,GIF,education,,,,
5435,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,scared,15,negative,24-03-2021 11:24,GIF,education,,,,
5436,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,cherish,70,positive,20-11-2020 17:54,GIF,education,,,,
5437,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,love,65,positive,25-05-2021 11:03,GIF,education,,,,
5438,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,hate,5,negative,22-02-2021 07:22,GIF,education,,,,
5439,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,scared,15,negative,06-11-2020 15:24,GIF,education,,,,
5440,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,super love,75,positive,28-11-2020 23:14,GIF,education,,,,
5441,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,intrigued,45,positive,12-12-2020 17:56,GIF,education,,,,
5442,8ef185a2-8910-41f5-a109-95c925ebffa0,disgust,0,negative,29-06-2020 22:39,photo,public speaking,,,,
5443,8ef185a2-8910-41f5-a109-95c925ebffa0,worried,12,negative,11-04-2021 06:53,photo,public speaking,,,,
5444,8ef185a2-8910-41f5-a109-95c925ebffa0,adore,72,positive,07-09-2020 23:57,photo,public speaking,,,,
5445,8ef185a2-8910-41f5-a109-95c925ebffa0,cherish,70,positive,25-06-2020 03:18,photo,public speaking,,,,
5446,8ef185a2-8910-41f5-a109-95c925ebffa0,hate,5,negative,18-02-2021 02:02,photo,public speaking,,,,
5447,8ef185a2-8910-41f5-a109-95c925ebffa0,worried,12,negative,26-01-2021 23:04,photo,public speaking,,,,
5448,8ef185a2-8910-41f5-a109-95c925ebffa0,adore,72,positive,10-11-2020 17:20,photo,public speaking,,,,
5449,8ef185a2-8910-41f5-a109-95c925ebffa0,disgust,0,negative,25-07-2020 06:16,photo,public speaking,,,,
5450,8ef185a2-8910-41f5-a109-95c925ebffa0,disgust,0,negative,31-08-2020 13:16,photo,public speaking,,,,
5451,8ef185a2-8910-41f5-a109-95c925ebffa0,like,50,positive,17-08-2020 14:51,photo,public speaking,,,,
5452,8ef185a2-8910-41f5-a109-95c925ebffa0,love,65,positive,20-06-2020 09:49,photo,public speaking,,,,
5453,8ef185a2-8910-41f5-a109-95c925ebffa0,peeking,35,neutral,19-12-2020 10:36,photo,public speaking,,,,
5454,8ef185a2-8910-41f5-a109-95c925ebffa0,want,70,positive,17-07-2020 08:55,photo,public speaking,,,,
5455,8ef185a2-8910-41f5-a109-95c925ebffa0,dislike,10,negative,19-01-2021 08:45,photo,public speaking,,,,
5456,8ef185a2-8910-41f5-a109-95c925ebffa0,dislike,10,negative,20-07-2020 03:03,photo,public speaking,,,,
5457,8ef185a2-8910-41f5-a109-95c925ebffa0,super love,75,positive,05-04-2021 14:28,photo,public speaking,,,,
5458,8ef185a2-8910-41f5-a109-95c925ebffa0,dislike,10,negative,10-01-2021 17:52,photo,public speaking,,,,
5459,8ef185a2-8910-41f5-a109-95c925ebffa0,disgust,0,negative,04-03-2021 01:09,photo,public speaking,,,,
